Plate,Well,tags,Concentration,BATCH_ID,CPD_ID,Target,mahalanobis_from_pos,mahalanobis_from_neg,Cell_Neurites_LengthPerNuclei_MAP2,Nuclei_Number_Living,Nuclei_Surface_MeanArea,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Intensity_MeanIntensity_TH,Membrane_Intensity_MeanIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_SurfacePerNuclei_TH_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_MAP2_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,IndividualCell_Intensity_RadialProfile_Median_SNCA,Nuclei_Ratio_Living,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,Cell_Correlation_TH_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cell_Intensity_MeanIntensity_SNCA,Cell_SurfacePerNuclei_SNCA,Cytoplasm_Intensity_MeanIntensity_SNCA
PD-SC1-01,K04,Mut;TGX-221,5e-06,S1169-01,TGX-221,PI3K,15.191132046519792,1.394010294415402,247.737,2962.0,814.611,0.588116,0.874072,0.841323,0.918974,137.148,1478.96,296.261,709.403,8777.09,7350300.0,351.328,-4.8221,816.591,696.215,1422610.0,0.603336,1630.31,4404.69,8048.77,254.405,4.68429,2.71234,1624490.0,963.255,25.6052,42.7897,43.1214,0.326082,946.785,0.0042279,1206.94,0.776816,-5.02219,0.23361,538.77,828.592,1960.54,594.836
PD-SC1-01,K05,Mut;Iniparib,5e-06,S1087-01,Iniparib,PARP,11.168562322223313,2.0046334130910886,252.961,3255.0,856.194,0.640246,0.906605,0.879877,0.937942,103.141,1431.02,281.973,1035.13,9541.59,9010930.0,352.088,-5.6511,917.069,756.725,1529230.0,0.635257,1613.23,3997.96,7908.96,226.951,3.98848,2.77367,1754870.0,1034.91,15.2589,46.5037,44.8857,0.250106,1056.33,0.00480048,1324.6,0.801132,-5.55065,0.134748,564.428,903.429,1942.45,816.889
PD-SC1-01,K06,Mut;Ethionamide,5e-06,S1777-01,Ethionamide,Anti-infection,12.500823109642987,2.535251885092178,442.704,1875.0,817.921,0.6656,0.892267,0.860267,0.922133,87.465,2013.26,285.836,806.67,8483.28,7396700.0,351.853,-5.67243,929.704,747.179,1347950.0,0.506309,1524.14,4531.51,9093.61,264.396,3.73616,4.71891,1542660.0,1045.51,28.3695,37.7148,37.6713,0.353817,1024.21,0.00480115,1269.2,0.781902,-5.44648,0.300749,420.818,852.831,1808.87,596.051
PD-SC1-01,J14,WT;DMSO,,,,,1.2580565490188849,5.824512605297594,212.323,3502.0,751.789,0.551399,0.870931,0.856082,0.943461,88.4033,1203.38,271.225,897.443,5806.22,5465450.0,352.726,-1.2993,801.058,678.022,1022670.0,0.577568,1273.8,3454.79,5985.33,210.714,3.6147,2.2273,1169430.0,1016.36,33.0164,53.7148,52.1008,0.255659,953.965,0.00473347,1224.31,0.739755,-2.64233,0.25221,170.9,800.854,1460.22,766.017
PD-SC1-01,K07,Mut;Puerarin,5e-06,S2346-01,Puerarin,5-HT Receptor,14.514643418995043,1.7949658327126912,331.744,2361.0,845.386,0.662431,0.90936,0.886065,0.938585,129.846,1767.05,279.145,742.657,8497.78,7642430.0,351.899,-5.93205,913.935,738.871,1508030.0,0.612028,1624.36,4268.84,8551.8,252.613,4.2239,3.60921,1748750.0,994.19,24.9565,36.5213,38.6596,0.297343,1036.21,0.00300239,1312.07,0.799255,-5.3846,0.256379,681.996,867.274,2016.38,664.742
PD-SC1-01,K09,Mut;Enalapril Maleate,5e-06,S1941-01,Enalapril Maleate,RAAS,13.003791945376856,2.472676538847591,286.648,2333.0,835.923,0.631376,0.909559,0.896271,0.956708,77.9406,1778.96,278.15,753.589,7318.07,6135580.0,351.099,-6.21966,919.864,727.274,1355580.0,0.554259,1571.19,4452.21,9210.16,264.131,4.66603,3.17473,1504460.0,951.508,30.1222,37.8286,37.398,0.361212,975.981,0.00315382,1237.04,0.814027,-6.8543,0.319009,497.491,819.843,1835.06,586.721
PD-SC1-01,K10,Mut;Pregnenolone,5e-06,S1914-01,Pregnenolone,Estrogen/progestogen Receptor,17.83066383231052,1.2525791979713339,381.971,1886.0,961.495,0.646872,0.910923,0.896607,0.955461,102.386,1879.59,276.846,723.171,9452.17,8355740.0,351.817,-4.09366,913.61,779.516,1789250.0,0.616309,1935.72,4946.36,10038.8,287.235,5.08179,3.59545,2003650.0,964.753,36.1756,45.924,44.7366,0.378371,1043.92,0.00335049,1288.92,0.759259,-4.95609,0.323155,652.058,871.274,2299.67,565.957
PD-SC1-01,K11,Mut;SB431542,5e-06,S1067-01,SB431542,TGF-beta/Smad,17.475103570986835,1.1151799491332313,259.148,2962.0,892.52,0.548278,0.902093,0.887914,0.951384,178.389,1639.19,281.314,683.321,13181.2,12224800.0,357.705,-6.33705,895.769,765.368,1619960.0,0.751242,1827.24,4513.8,8304.47,271.341,4.86682,3.01739,1903680.0,907.182,34.5876,52.1306,50.3074,0.312748,1071.25,0.00292564,1347.42,0.781118,-5.14135,0.274251,768.006,846.533,2248.79,666.542
PD-SC1-01,K12,Mut;PRO,,,,,14.078617967216895,5.208413985840367,272.069,3037.0,895.55,0.578861,0.919658,0.904182,0.960487,183.378,2032.17,286.466,686.285,7934.77,6460180.0,351.139,-5.24164,822.49,684.734,1261980.0,0.62386,1512.79,4634.03,8704.99,270.393,5.25585,3.58725,1564050.0,768.763,31.2741,42.1498,55.3201,0.302301,890.83,0.00240634,1124.8,0.810083,-4.73807,0.224555,599.493,803.742,1945.96,621.33
PD-SC1-01,K13,Mut;DMSO,,,,,12.497495367343078,1.4578429180081736,270.466,2151.0,880.821,0.660158,0.900976,0.888424,0.946536,116.657,1498.05,266.426,722.283,9998.59,9799130.0,351.349,-3.3114,865.431,731.139,1626230.0,0.598715,1708.57,4338.66,8349.69,239.668,4.11685,2.8109,1845070.0,1000.66,25.4532,51.4296,42.249,0.296577,1019.82,0.00262487,1327.95,0.781046,-4.49307,0.237674,631.053,888.669,2076.22,735.59
PD-SC1-01,K14,WT;DMSO,,,,,2.5815931208985683,5.875611553535094,244.808,3151.0,863.296,0.522374,0.886703,0.877817,0.954935,71.9635,1569.44,265.048,843.351,5002.99,4030550.0,351.381,-4.23681,801.347,656.273,959542.0,0.562537,1297.12,4060.85,7326.18,268.167,4.83847,2.56331,1130250.0,905.44,24.2922,42.6162,37.2833,0.269336,886.46,0.00337891,1106.57,0.764249,-4.35283,0.260581,174.344,746.838,1513.38,614.777
PD-SC1-01,K15,Mut;Ritonavir,5e-06,S1185-01,Ritonavir,HIV Protease#P450 (e.g. CYP17),17.3114116029694,0.703133863671182,274.667,2513.0,871.706,0.60764,0.909272,0.899721,0.959809,131.004,1755.31,274.643,721.076,12199.4,10974300.0,352.864,-6.31735,950.38,761.16,1720710.0,0.680156,1869.94,4603.25,9081.42,274.1,5.26329,3.30431,1974840.0,954.771,33.3315,48.2263,47.8246,0.341886,1031.71,0.00276621,1293.18,0.767563,-6.7472,0.278287,764.353,870.33,2269.07,662.684
PD-SC1-01,K16,Mut;Bendamustine HCl,5e-06,S1212-01,Bendamustine HCl,DNA/RNA Synthesis,13.778981578237627,2.14052348149379,301.343,2298.0,869.679,0.593995,0.895997,0.885117,0.94691,108.528,1722.49,272.727,738.788,8692.0,7683350.0,351.014,-6.10466,919.478,761.072,1429790.0,0.57027,1653.03,4682.11,8887.06,286.846,4.99529,3.13143,1600640.0,974.987,34.4544,47.3819,46.0511,0.335953,1017.56,0.00317242,1272.6,0.777402,-6.36374,0.299309,482.814,830.63,1927.02,571.986
PD-SC1-01,K17,Mut;Givinostat,5e-06,S2170-01,Givinostat,HDAC,19.11291302335674,3.1257415841629768,395.785,1522.0,786.202,0.792378,0.885677,0.877792,0.925099,82.727,2119.69,258.7,929.018,10524.4,10099200.0,354.887,-6.14352,1080.17,883.474,1809120.0,0.51488,1912.11,4767.08,9651.61,235.139,2.91273,3.04759,2101310.0,1323.62,41.9683,35.3164,42.8488,0.390666,1169.68,0.00473089,1448.63,0.715562,-5.67894,0.392484,783.122,923.973,2274.21,597.04
PD-SC1-01,K18,Mut;Atropine sulfate monohydrate,5e-06,S2130-01,Atropine sulfate monohydrate,AChR,12.423728504449514,1.7705706329985436,335.71,2345.0,809.439,0.703198,0.896802,0.882729,0.940299,105.014,1651.84,279.37,827.877,10309.0,9908720.0,352.526,-8.28709,1011.95,787.813,1557860.0,0.580246,1628.25,4079.02,7806.41,225.438,3.26579,3.33741,1774870.0,1078.42,27.3377,48.1453,48.5525,0.344802,1115.43,0.00417575,1355.16,0.734879,-7.44769,0.224809,519.891,905.294,1960.54,656.957
PD-SC1-01,K19,Mut;Thiabendazole,5e-06,S1739-01,Thiabendazole,P450 (e.g. CYP17),12.911336610186732,1.121414345343466,323.221,2354.0,832.26,0.619796,0.895072,0.877655,0.935854,109.762,1627.59,282.229,931.964,9811.15,8443430.0,353.212,-6.95873,923.397,772.472,1661970.0,0.626667,1700.74,4347.81,7988.71,244.276,3.83219,3.36178,1869610.0,1104.99,19.5707,40.8071,46.1797,0.233469,1000.18,0.00363078,1250.9,0.740951,-6.02698,0.169645,576.522,905.324,2065.13,847.917
PD-SC1-01,K20,Mut;Capecitabine ,5e-06,S1156-01,Capecitabine ,DNA/RNA Synthesis,13.688297504958886,1.8305623152387969,316.247,2333.0,853.387,0.677668,0.888127,0.872267,0.936134,91.2717,1722.87,296.315,884.101,10161.5,12106100.0,351.497,-6.62458,1049.7,813.374,1762850.0,0.537955,1635.98,4439.25,8337.63,243.16,3.79703,3.36081,1917720.0,991.121,16.4975,55.5609,43.9284,0.214392,1157.83,0.00380716,1430.64,0.780268,-7.01053,0.148383,493.853,987.46,1942.07,1040.96
PD-SC1-01,K08,Mut;Lidocaine,5e-06,S1357-01,Lidocaine,Histamine Receptor,13.992880673216993,0.8252987711168255,259.529,2983.0,844.414,0.620851,0.909152,0.889708,0.958766,114.068,1654.08,274.626,735.068,9268.09,8110100.0,351.363,-5.09462,831.163,731.173,1570640.0,0.677151,1726.64,4117.58,8453.75,240.072,4.35603,3.23182,1746650.0,921.791,36.955,37.8506,47.474,0.347656,1005.74,0.00367789,1275.36,0.783351,-4.66254,0.311212,609.227,850.724,2053.13,587.277
PD-SC1-01,K21,Mut;Flucytosine,5e-06,S1666-01,Flucytosine,Anti-infection,18.22969298731737,1.159868182254336,262.725,2256.0,860.682,0.60195,0.905142,0.889628,0.959663,141.833,1539.24,284.602,685.244,10035.0,8589140.0,363.885,-7.50509,940.494,731.116,1733710.0,0.639269,1966.0,4883.53,8354.23,265.555,4.53045,2.74827,1870410.0,995.9,30.2565,54.6218,59.5848,0.365578,1022.77,0.00304063,1291.99,0.775258,-7.28983,0.201659,669.025,827.753,2259.63,593.962
PD-SC1-01,J11,Mut;Phenylbutazone ,5e-06,S1654-01,Phenylbutazone ,Immunology & Inflammation related,13.192644865122368,1.0436414170937567,326.499,2431.0,805.593,0.618675,0.876183,0.856438,0.93007,113.831,1653.73,270.79,863.806,8946.25,9450830.0,351.488,-8.15248,1025.87,807.342,1618250.0,0.640211,1666.28,3930.29,7898.44,231.24,3.89645,3.42724,1813630.0,1008.11,21.3873,41.5834,50.4025,0.233312,1088.57,0.0036031,1361.43,0.724374,-7.36158,0.169616,459.197,908.435,1996.44,889.514
PD-SC1-01,I05,Mut;Methscopolamine,5e-06,S1978-01,Methscopolamine,AChR,13.580759334733221,0.8725661882297113,270.761,2964.0,837.043,0.640351,0.858637,0.830297,0.920715,124.905,1504.52,264.142,819.957,8544.19,7991390.0,351.215,-3.95573,925.603,772.453,1569130.0,0.638496,1696.86,4036.11,8053.88,216.357,3.87671,2.9934,1812220.0,1086.42,12.1172,40.8427,44.8732,0.3312,1089.13,0.00374216,1365.99,0.751712,-4.76092,0.108141,518.64,875.581,2069.73,671.893
PD-SC1-01,I06,Mut;AT7519,5e-06,S1524-01,AT7519,CDK,17.132856027933038,3.8605226244809017,223.56,1832.0,771.153,0.510917,0.779476,0.744541,0.88155,142.994,1049.4,269.484,816.321,10392.0,8288090.0,355.709,-1.50979,696.695,632.274,1613210.0,0.733307,2029.38,4247.83,7149.53,220.805,3.64587,1.82353,1976910.0,1018.84,16.0285,41.7441,43.1663,0.246673,889.306,0.00514464,1183.12,0.67008,-2.04752,0.147907,748.852,796.378,2482.37,761.252
PD-SC1-01,I07,Mut;Suprofen ,5e-06,S1761-01,Suprofen ,COX,18.086272600505396,0.9114178302060653,275.501,2541.0,833.857,0.654073,0.865014,0.837072,0.917749,116.51,1457.03,284.726,974.085,9307.04,8306820.0,351.018,-7.81021,895.068,733.511,2020820.0,0.621146,1822.28,4317.12,8117.12,241.685,4.2464,2.76458,2204380.0,1041.78,17.5096,49.2369,46.7287,0.217015,1068.35,0.00421,1347.42,0.757151,-5.83702,0.150296,668.096,1000.48,2203.32,1057.36
PD-SC1-01,I08,Mut;Vorinostat,5e-06,S1047-01,Vorinostat,Autophagy#HDAC,29.9759408001868,5.897028140769741,284.08,2592.0,808.148,0.687114,0.866512,0.840664,0.91821,171.428,2006.23,262.563,729.884,13299.0,12074000.0,357.556,-7.21945,1087.23,832.723,2226240.0,0.701417,2357.42,4847.15,10066.3,243.696,4.38231,3.14202,2546880.0,938.72,47.2032,44.1876,44.8424,0.414647,1147.72,0.00320716,1435.93,0.702249,-6.7261,0.421009,1092.84,885.993,2874.61,599.323
PD-SC1-01,I09,Mut;Lapatinib Ditosylate,5e-06,S1028-01,Lapatinib Ditosylate,EGFR#HER2,7.414786790458677,3.25886292615667,313.848,3020.0,707.651,0.615894,0.856291,0.834106,0.904636,107.334,1540.15,254.278,856.95,7489.96,7523310.0,351.145,-2.71614,812.113,745.68,1280840.0,0.614635,1337.31,3461.62,7131.38,193.865,3.11542,3.43558,1477930.0,1102.77,25.4254,44.0889,38.3261,0.27235,1062.52,0.00451786,1306.63,0.737665,-2.61418,0.263197,305.28,893.695,1653.73,770.465
PD-SC1-01,I10,Mut;Felbamate,5e-06,S1330-01,Felbamate,NMDAR,10.962245459522146,1.8788136581631834,314.703,2432.0,841.163,0.651316,0.879523,0.855674,0.925987,120.607,1609.8,263.805,799.181,7751.13,7372230.0,351.051,-5.87424,900.122,748.167,1561950.0,0.649228,1597.09,3827.3,7799.65,206.338,3.27846,3.17851,1827350.0,1084.04,24.9751,45.2731,41.1736,0.244487,991.808,0.00369049,1221.49,0.754811,-5.5753,0.244106,509.064,918.303,1989.92,806.311
PD-SC1-01,I11,Mut;Patupilone,5e-06,S1364-01,Patupilone,Microtubule Associated,6.894518384007842,3.6434184013500284,238.866,2318.0,700.952,0.673857,0.842968,0.816652,0.900345,109.579,1411.72,251.682,888.618,7173.25,6259940.0,351.27,-3.50847,836.716,714.265,1128280.0,0.469561,1327.25,4162.63,7112.56,226.347,3.04348,2.13081,1490540.0,1177.6,32.5723,45.3231,46.9492,0.304135,983.638,0.00383125,1248.93,0.70349,-4.3369,0.277514,351.564,852.444,1748.55,641.41
PD-SC1-01,I12,Mut;PRO,,,,,16.047581012321903,3.0569730889117595,280.052,3156.0,860.546,0.463245,0.883714,0.866286,0.951204,130.641,1897.79,270.602,713.084,9251.6,7608160.0,352.164,-5.64278,888.631,706.153,1456720.0,0.720526,1778.95,4779.78,8515.91,290.183,5.77284,3.56429,1519800.0,829.369,26.0541,43.3875,38.9301,0.32194,929.027,0.00215765,1173.86,0.772961,-6.07444,0.265443,516.22,780.947,1946.1,584.9
PD-SC1-01,I13,Mut;DMSO,,,,,12.109572170355747,1.653342235891637,307.883,2561.0,775.29,0.586099,0.877001,0.854354,0.928934,113.653,1605.39,268.8,741.362,8759.8,7593360.0,351.052,-3.58834,875.269,740.464,1353190.0,0.672245,1524.1,3898.12,7904.13,227.983,3.86894,3.16141,1571580.0,1013.7,25.9053,42.7647,41.2155,0.336529,1053.72,0.00603319,1298.75,0.75702,-4.88128,0.252709,483.135,836.64,1878.45,611.714
PD-SC1-01,I14,WT;DMSO,,,,,0.3778472364300608,6.30197196929579,247.87,3356.0,789.051,0.47199,0.901669,0.885876,0.947557,71.4395,1425.35,256.936,847.905,5375.92,4431650.0,351.04,-4.57577,747.668,639.375,916650.0,0.627152,1235.61,3683.05,6678.9,244.266,4.36813,2.5761,1037110.0,970.936,22.0369,37.5101,39.299,0.214666,776.994,0.00371164,982.0,0.760998,-4.25826,0.22378,147.308,746.518,1389.26,639.942
PD-SC1-01,I15,Mut;Acetylcholine Chloride,5e-06,S1805-01,Acetylcholine Chloride,AChR,10.733829104652068,2.0529717897826463,325.174,2044.0,782.909,0.639922,0.876223,0.861057,0.934442,103.193,1609.25,267.413,806.19,8127.77,6994070.0,351.0,-2.43666,802.036,723.496,1387860.0,0.613228,1562.2,4079.57,8615.55,232.146,3.97183,2.93927,1654250.0,1041.33,36.5695,46.2051,43.7013,0.356151,956.579,0.00338237,1181.37,0.737108,-3.48727,0.335574,482.422,834.012,1983.49,548.552
PD-SC1-01,I16,Mut;Vismodegib,5e-06,S1082-01,Vismodegib,Hedgehog/Smoothened,12.684439393200986,1.6329891838593822,276.183,2965.0,870.543,0.55683,0.884992,0.869477,0.952108,128.881,1724.0,303.329,850.845,8778.78,7775730.0,351.045,-4.85957,823.67,728.196,1481690.0,0.657024,1722.3,4463.05,8475.47,277.32,5.30706,3.26426,1683790.0,960.009,10.0419,37.7072,38.259,0.325541,939.897,0.00348422,1176.46,0.733548,-4.79833,0.105044,433.311,830.618,2027.15,594.835
PD-SC1-01,J12,Mut;PRO,,,,,10.089086279027134,3.307442173804666,298.336,2686.0,852.753,0.647431,0.880119,0.86411,0.928891,123.473,1886.67,261.873,809.723,7237.32,6066370.0,351.01,-6.10682,867.577,699.789,1307520.0,0.578172,1515.97,4128.1,8650.25,226.93,3.94782,3.3479,1580320.0,942.46,27.9928,51.5188,40.4138,0.300453,912.454,0.00342958,1145.6,0.768526,-5.88396,0.273197,439.306,833.47,1896.07,648.673
PD-SC1-01,I17,Mut;Urapidil HCl,5e-06,S2025-01,Urapidil HCl,5-HT Receptor,15.174968760846141,0.8093601296026477,315.206,2466.0,898.081,0.608678,0.893755,0.875507,0.946472,151.856,1698.72,261.434,813.868,11800.3,10993700.0,351.024,-4.68598,866.211,746.737,1742810.0,0.72276,1837.01,4372.99,8514.35,255.874,4.46597,3.50171,2076480.0,1019.62,28.2278,43.7218,37.4761,0.306931,1027.52,0.00384781,1303.88,0.733492,-4.20931,0.299754,689.823,896.038,2317.41,717.429
PD-SC1-01,I19,Mut;LY2886721,5e-06,S2156-01,LY2886721,BACE,14.473811035593267,0.5365438309330598,311.651,2799.0,748.038,0.57985,0.869239,0.849589,0.913541,109.918,1697.32,324.842,820.465,9272.21,8286500.0,352.339,-9.81393,1021.99,760.571,1366890.0,0.668505,1499.38,3839.34,7736.66,223.151,3.72149,3.35901,1575700.0,1031.11,16.892,45.1114,40.5909,0.326234,1035.25,0.0039532,1275.51,0.738133,-9.40436,0.165539,471.76,855.973,1840.83,636.783
