Plate,Well,tags,Concentration,BATCH_ID,CPD_ID,Target,mahalanobis_from_neg,mahalanobis_from_pos,Nuclei_Number_Living,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
PD-SC1-01,K04,Mut;TGX-221,5.00E-06,S1169-01,TGX-221,PI3K,1.394019306,14.96497089,2962,247.737,0.00391203,0.0042279,0.326082,0.23361,43.1214,42.7897,25.6052,25.3847,963.255,828.592,380.9,1624490,833.372,2.71234,4.68429,254.405,8048.77,1869.38,1960.54,4404.69,1630.31,0.603336,872.6,403.713,1422610,594.836,599.472,538.77,532.016,696.215,816.591,-4.8221,1994.75,-4.85337,946.785,1206.94,351.328,781.46,1603.98,-5.02219,237.839,7350300,8777.09,709.403,296.261,1478.96,137.148,0.918974,0.841323,0.874072,0.588116,0.223184,0.776816,814.611
PD-SC1-01,K05,Mut;Iniparib,5.00E-06,S1087-01,Iniparib,PARP,2.004630655,10.99490133,3255,252.961,0.00437452,0.00480048,0.250106,0.134748,44.8857,46.5037,15.2589,15.6433,1034.91,903.429,371.826,1754870,903.307,2.77367,3.98848,226.951,7908.96,1883.46,1942.45,3997.96,1613.23,0.635257,947.932,389.211,1529230,816.889,800.863,564.428,551.62,756.725,917.069,-5.6511,2216.16,-5.35564,1056.33,1324.6,352.088,839.778,1774.78,-5.55065,283.994,9010930,9541.59,1035.13,281.973,1431.02,103.141,0.937942,0.879877,0.906605,0.640246,0.198868,0.801132,856.194
PD-SC1-01,K06,Mut;Ethionamide,5.00E-06,S1777-01,Ethionamide,Anti-infection,2.53525271,12.32164778,1875,442.704,0.00442002,0.00480115,0.353817,0.300749,37.6713,37.7148,28.3695,28.4404,1045.51,852.831,378.883,1542660,853.831,4.71891,3.73616,264.396,9093.61,1741.35,1808.87,4531.51,1524.14,0.506309,884.399,410.808,1347950,596.051,596.377,420.818,421.427,747.179,929.704,-5.67243,2124.36,-5.09826,1024.21,1269.2,351.853,815.838,1697.49,-5.44648,270.72,7396700,8483.28,806.67,285.836,2013.26,87.465,0.922133,0.860267,0.892267,0.6656,0.218098,0.781902,817.921
PD-SC1-01,J14,WT;DMSO,,,,,5.824514542,1.243581866,3502,212.323,0.0043448,0.00473347,0.255659,0.25221,52.1008,53.7148,33.0164,34.0099,1016.36,800.854,320.874,1169430,792.588,2.2273,3.6147,210.714,5985.33,1340.48,1460.22,3454.79,1273.8,0.577568,802.854,323.828,1022670,766.017,761.512,170.9,163.949,678.022,801.058,-1.2993,2019.68,-2.64204,953.965,1224.31,352.726,789.261,1627.26,-2.64233,248.541,5465450,5806.22,897.443,271.225,1203.38,88.4033,0.943461,0.856082,0.870931,0.551399,0.260245,0.739755,751.789
PD-SC1-01,K07,Mut;Puerarin,5.00E-06,S2346-01,Puerarin,5-HT Receptor,1.794977407,14.3016057,2361,331.744,0.00269152,0.00300239,0.297343,0.256379,38.6596,36.5213,24.9565,23.4298,994.19,867.274,353.311,1748750,873.39,3.60921,4.2239,252.613,8551.8,1946.9,2016.38,4268.84,1624.36,0.612028,928.386,373.455,1508030,664.742,668.774,681.996,665.668,738.871,913.935,-5.93205,2200.71,-5.23666,1036.21,1312.07,351.899,835.819,1758.76,-5.3846,271.071,7642430,8497.78,742.657,279.145,1767.05,129.846,0.938585,0.886065,0.90936,0.662431,0.200745,0.799255,845.386
PD-SC1-01,K09,Mut;Enalapril Maleate,5.00E-06,S1941-01,Enalapril Maleate,RAAS,2.47266674,12.81795365,2333,286.648,0.00285036,0.00315382,0.361212,0.319009,37.398,37.8286,30.1222,30.4431,951.508,819.843,333.52,1504460,820.148,3.17473,4.66603,264.131,9210.16,1774.22,1835.06,4452.21,1571.19,0.554259,862.77,356.485,1355580,586.721,587.729,497.491,491.42,727.274,919.864,-6.21966,2054.17,-6.63631,975.981,1237.04,351.099,796.896,1648.55,-6.8543,245.887,6135580,7318.07,753.589,278.15,1778.96,77.9406,0.956708,0.896271,0.909559,0.631376,0.185973,0.814027,835.923
PD-SC1-01,K10,Mut;Pregnenolone,5.00E-06,S1914-01,Pregnenolone,Estrogen/progestogen Receptor,1.252594684,17.56403534,1886,381.971,0.0030296,0.00335049,0.378371,0.323155,44.7366,45.924,36.1756,37.1631,964.753,871.274,352.826,2003650,875.05,3.59545,5.08179,287.235,10038.8,2204.33,2299.67,4946.36,1935.72,0.616309,924.333,388.962,1789250,565.957,568.029,652.058,636.668,779.516,913.61,-4.09366,2159.54,-4.65263,1043.92,1288.92,351.817,824.771,1725.5,-4.95609,272.739,8355740,9452.17,723.171,276.846,1879.59,102.386,0.955461,0.896607,0.910923,0.646872,0.240741,0.759259,961.495
PD-SC1-01,K11,Mut;SB431542,5.00E-06,S1067-01,SB431542,TGF-beta/Smad,1.115187153,17.212887,2962,259.148,0.00259277,0.00292564,0.312748,0.274251,50.3074,52.1306,34.5876,35.9048,907.182,846.533,335.458,1903680,855.188,3.01739,4.86682,271.341,8304.47,2126.03,2248.79,4513.8,1827.24,0.751242,886.557,342.205,1619960,666.542,673.827,768.006,710.669,765.368,895.769,-6.33705,2256.74,-4.99209,1071.25,1347.42,357.705,854.404,1805.91,-5.14135,287.114,12224800,13181.2,683.321,281.314,1639.19,178.389,0.951384,0.887914,0.902093,0.548278,0.218882,0.781118,892.52
PD-SC1-01,K12,Mut;PRO,,,,,5.208413769,13.93107324,3037,272.069,0.00213175,0.00240634,0.302301,0.224555,55.3201,42.1498,31.2741,23.9735,768.763,803.742,380.692,1564050,806.263,3.58725,5.25585,270.393,8704.99,1828.71,1945.96,4634.03,1512.79,0.62386,834.206,397.609,1261980,621.33,625.514,599.493,555.233,684.734,822.49,-5.24164,1849.55,-4.57345,890.83,1124.8,351.139,743.772,1487.23,-4.73807,209.879,6460180,7934.77,686.285,286.466,2032.17,183.378,0.960487,0.904182,0.919658,0.578861,0.189917,0.810083,895.55
PD-SC1-01,K13,Mut;DMSO,,,,,1.45782295,12.30382528,2151,270.466,0.00231971,0.00262487,0.296577,0.237674,42.249,51.4296,25.4532,30.6406,1000.66,888.669,344.439,1845070,895.73,2.8109,4.11685,239.668,8349.69,1975.47,2076.22,4338.66,1708.57,0.598715,951.808,355.221,1626230,735.59,746.001,631.053,612.497,731.139,865.431,-3.3114,2221.46,-4.27913,1019.82,1327.95,351.349,840.695,1779.65,-4.49307,279.2,9799130,9998.59,722.283,266.426,1498.05,116.657,0.946536,0.888424,0.900976,0.660158,0.218954,0.781046,880.821
PD-SC1-01,K14,WT;DMSO,,,,,5.875612213,2.562192358,3151,244.808,0.00307612,0.00337891,0.269336,0.260581,37.2833,42.6162,24.2922,27.7153,905.44,746.838,311.673,1130250,734.416,2.56331,4.83847,268.167,7326.18,1400.89,1513.38,4060.85,1297.12,0.562537,739.748,313.576,959542,614.777,615.863,174.344,168.283,656.273,801.347,-4.23681,1803.26,-4.25158,886.46,1106.57,351.381,731.945,1457.86,-4.35283,211.346,4030550,5002.99,843.351,265.048,1569.44,71.9635,0.954935,0.877817,0.886703,0.522374,0.235751,0.764249,863.296
PD-SC1-01,K15,Mut;Ritonavir,5.00E-06,S1185-01,Ritonavir,HIV Protease#P450 (e.g. CYP17),0.703160855,17.04788702,2513,274.667,0.0024567,0.00276621,0.341886,0.278287,47.8246,48.2263,33.3315,33.6478,954.771,870.33,352.279,1974840,874.756,3.30431,5.26329,274.1,9081.42,2166.75,2269.07,4603.25,1869.94,0.680156,920.197,374.259,1720710,662.684,667.809,764.353,734.559,761.16,950.38,-6.31735,2169.79,-6.50273,1031.71,1293.18,352.864,828.351,1732.09,-6.7472,270.972,10974300,12199.4,721.076,274.643,1755.31,131.004,0.959809,0.899721,0.909272,0.60764,0.232437,0.767563,871.706
PD-SC1-01,K16,Mut;Bendamustine HCl,5.00E-06,S1212-01,Bendamustine HCl,DNA/RNA Synthesis,2.140512173,13.57930293,2298,301.343,0.00284498,0.00317242,0.335953,0.299309,46.0511,47.3819,34.4544,35.4428,974.987,830.63,337.365,1600640,829.906,3.13143,4.99529,286.846,8887.06,1825.73,1927.02,4682.11,1653.03,0.57027,864.952,360.566,1429790,571.986,574.957,482.814,468.647,761.072,919.478,-6.10466,2123.06,-6.15568,1017.56,1272.6,351.014,814.773,1700.68,-6.36374,264.623,7683350,8692,738.788,272.727,1722.49,108.528,0.94691,0.885117,0.895997,0.593995,0.222598,0.777402,869.679
PD-SC1-01,K17,Mut;Givinostat,5.00E-06,S2170-01,Givinostat,HDAC,3.125749063,18.82168504,1522,395.785,0.00430426,0.00473089,0.390666,0.392484,42.8488,35.3164,41.9683,34.7482,1323.62,923.973,349.004,2101310,926.211,3.04759,2.91273,235.139,9651.61,2151.54,2274.21,4767.08,1912.11,0.51488,946.141,395.181,1809120,597.04,593.89,783.122,775.692,883.474,1080.17,-6.14352,2461.16,-5.64316,1169.68,1448.63,354.887,905.635,1957.01,-5.67894,324.056,10099200,10524.4,929.018,258.7,2119.69,82.727,0.925099,0.877792,0.885677,0.792378,0.284438,0.715562,786.202
PD-SC1-01,K18,Mut;Atropine sulfate monohydrate,5.00E-06,S2130-01,Atropine sulfate monohydrate,AChR,1.770570003,12.22741622,2345,335.71,0.00380708,0.00417575,0.344802,0.224809,48.5525,48.1453,27.3377,27.0424,1078.42,905.294,360.492,1774870,909.198,3.33741,3.26579,225.438,7806.41,1833.41,1960.54,4079.02,1628.25,0.580246,956.771,374.316,1557860,656.957,661.279,519.891,513.348,787.813,1011.95,-8.28709,2273.32,-7.16004,1115.43,1355.16,352.526,855.026,1819.01,-7.44769,297.896,9908720,10309,827.877,279.37,1651.84,105.014,0.940299,0.882729,0.896802,0.703198,0.265121,0.734879,809.439
PD-SC1-01,K19,Mut;Thiabendazole,5.00E-06,S1739-01,Thiabendazole,P450 (e.g. CYP17),1.121399489,12.70790072,2354,323.221,0.00328586,0.00363078,0.233469,0.169645,46.1797,40.8071,19.5707,17.4529,1104.99,905.324,377.393,1869610,909.384,3.36178,3.83219,244.276,7988.71,1925.11,2065.13,4347.81,1700.74,0.626667,977.205,398.168,1661970,847.917,845.939,576.522,559.742,772.472,923.397,-6.95873,2079.36,-5.78464,1000.18,1250.9,353.212,804.962,1667.9,-6.02698,258.001,8443430,9811.15,931.964,282.229,1627.59,109.762,0.935854,0.877655,0.895072,0.619796,0.259049,0.740951,832.26
PD-SC1-01,K20,Mut;Capecitabine ,5.00E-06,S1156-01,Capecitabine ,DNA/RNA Synthesis,1.830567476,13.48590414,2333,316.247,0.00342902,0.00380716,0.214392,0.148383,43.9284,55.5609,16.4975,20.7026,991.121,987.46,417.904,1917720,997.158,3.36081,3.79703,243.16,8337.63,1841.78,1942.07,4439.25,1635.98,0.537955,1077.55,439.06,1762850,1040.96,1055.41,493.853,472.188,813.374,1049.7,-6.62458,2404.29,-6.90213,1157.83,1430.64,351.497,887.956,1925.83,-7.01053,314.901,12106100,10161.5,884.101,296.315,1722.87,91.2717,0.936134,0.872267,0.888127,0.677668,0.219732,0.780268,853.387
PD-SC1-01,K08,Mut;Lidocaine,5.00E-06,S1357-01,Lidocaine,Histamine Receptor,0.825290644,13.77643015,2983,259.529,0.00330532,0.00367789,0.347656,0.311212,47.474,37.8506,36.955,29.5841,921.791,850.724,344.647,1746650,853.49,3.23182,4.35603,240.072,8453.75,1984.34,2053.13,4117.58,1726.64,0.677151,909.651,364.235,1570640,587.277,589.568,609.227,597.163,731.173,831.163,-5.09462,2132.46,-4.53565,1005.74,1275.36,351.363,817.58,1705.71,-4.66254,267.923,8110100,9268.09,735.068,274.626,1654.08,114.068,0.958766,0.889708,0.909152,0.620851,0.216649,0.783351,844.414
PD-SC1-01,K21,Mut;Flucytosine,5.00E-06,S1666-01,Flucytosine,Anti-infection,1.15985385,17.9551027,2256,262.725,0.00270973,0.00304063,0.365578,0.201659,59.5848,54.6218,30.2565,27.669,995.9,827.753,386.578,1870410,831.886,2.74827,4.53045,265.555,8354.23,2158.96,2259.63,4883.53,1966,0.639269,881.848,397.502,1733710,593.962,600.235,669.025,640.411,731.116,940.494,-7.50509,2142.14,-7.07172,1022.77,1291.99,363.885,829.027,1721.35,-7.28983,266.07,8589140,10035,685.244,284.602,1539.24,141.833,0.959663,0.889628,0.905142,0.60195,0.224742,0.775258,860.682
PD-SC1-01,J11,Mut;Phenylbutazone ,5.00E-06,S1654-01,Phenylbutazone ,Immunology & Inflammation related,1.043640392,12.9847582,2431,326.499,0.00326006,0.0036031,0.233312,0.169616,50.4025,41.5834,21.3873,17.7381,1008.11,908.435,365.665,1813630,915.094,3.42724,3.89645,231.24,7898.44,1866.68,1996.44,3930.29,1666.28,0.640211,971.173,378.782,1618250,889.514,897.218,459.197,449.822,807.342,1025.87,-8.15248,2286.33,-6.98103,1088.57,1361.43,351.488,857.594,1828.61,-7.36158,293.302,9450830,8946.25,863.806,270.79,1653.73,113.831,0.93007,0.856438,0.876183,0.618675,0.275626,0.724374,805.593
PD-SC1-01,I05,Mut;Methscopolamine,5.00E-06,S1978-01,Methscopolamine,AChR,0.872561572,13.36877223,2964,270.761,0.00338808,0.00374216,0.3312,0.108141,44.8732,40.8427,12.1172,11.0779,1086.42,875.581,358.294,1812220,882.732,2.9934,3.87671,216.357,8053.88,1978.92,2069.73,4036.11,1696.86,0.638496,924.728,382.129,1569130,671.893,675.59,518.64,510.497,772.453,925.603,-3.95573,2300.4,-4.57289,1089.13,1365.99,351.215,861.038,1836.59,-4.76092,295.103,7991390,8544.19,819.957,264.142,1504.52,124.905,0.920715,0.830297,0.858637,0.640351,0.248288,0.751712,837.043
PD-SC1-01,I06,Mut;AT7519,5.00E-06,S1524-01,AT7519,CDK,3.860489882,16.88083479,1832,223.56,0.00478093,0.00514464,0.246673,0.147907,43.1663,41.7441,16.0285,15.4651,1018.84,796.378,325.369,1976910,793.14,1.82353,3.64587,220.805,7149.53,2354.15,2482.37,4247.83,2029.38,0.733307,794.929,313.201,1613210,761.252,759.341,748.852,746.71,632.274,696.695,-1.50979,1948.68,-1.97534,889.306,1183.12,355.709,772.785,1568.12,-2.04752,221.929,8288090,10392,816.321,269.484,1049.4,142.994,0.88155,0.744541,0.779476,0.510917,0.32992,0.67008,771.153
PD-SC1-01,I07,Mut;Suprofen ,5.00E-06,S1761-01,Suprofen ,COX,0.911421136,17.80860257,2541,275.501,0.00382371,0.00421,0.217015,0.150296,46.7287,49.2369,17.5096,18.4825,1041.78,1000.48,369.25,2204380,1012.23,2.76458,4.2464,241.685,8117.12,2112,2203.32,4317.12,1822.28,0.621146,1108.96,399.934,2020820,1057.36,1066.4,668.096,662.098,733.511,895.068,-7.81021,2259.94,-5.82077,1068.35,1347.42,351.018,850.281,1808.28,-5.83702,288.931,8306820,9307.04,974.085,284.726,1457.03,116.51,0.917749,0.837072,0.865014,0.654073,0.242849,0.757151,833.857
PD-SC1-01,I08,Mut;Vorinostat,5.00E-06,S1047-01,Vorinostat,Autophagy#HDAC,5.897050781,29.52272605,2592,284.08,0.00288279,0.00320716,0.414647,0.421009,44.8424,44.1876,47.2032,46.4016,938.72,885.993,314.459,2546880,892.13,3.14202,4.38231,243.696,10066.3,2768.39,2874.61,4847.15,2357.42,0.701417,944.352,341.701,2226240,599.323,602.44,1092.84,1088.66,832.723,1087.23,-7.21945,2434.63,-6.67874,1147.72,1435.93,357.556,900.747,1937.34,-6.7261,305.722,12074000,13299,729.884,262.563,2006.23,171.428,0.91821,0.840664,0.866512,0.687114,0.297751,0.702249,808.148
